id,Hardness
6400,98.1431564388964
6401,148.1139888827333
6402,131.34101212048444
6403,96.7558159292281
6404,313.09878474946476
6405,148.22388955455799
6406,177.3331851094423
6407,226.1717688366578
6408,286.0352233198622
6409,68.11467876541857
6410,97.70893897771234
6411,194.02307293164307
6412,435.73770350081037
6413,78.50341512737363
6414,240.83999094412167
6415,346.1381188120302
6416,92.24718223351451
6417,159.58867818450562
6418,220.24311033577516
6419,85.25758650039967
6420,294.6743349521305
6421,210.18808475585874
6422,108.9494681129497
6423,97.54293302408848
6424,478.35076994252785
6425,434.60635236168696
6426,344.403062659487
6427,34.96233001429426
6428,122.87557660446096
6429,313.88614592732375
6430,327.09339680141113
6431,377.5751978499385
6432,106.84061697895268
6433,716.8304409333326
6434,233.75689474789894
6435,53.5911033692274
6436,193.77912574782283
6437,313.25169887152674
6438,29.322423247608985
6439,630.8616285745601
6440,115.46151962466325
6441,278.06669193810745
6442,101.65487078486478
6443,107.6790671401832
6444,198.18452199733318
6445,212.45233557451775
6446,102.5529234533023
6447,88.5542965711922
6448,196.2174785902447
6449,155.62931401692416
6450,316.1356540875382
6451,181.64039782695258
6452,281.6323154101335
6453,207.16862274637356
6454,161.39788612422362
6455,180.58235697844077
6456,523.6662621034938
6457,150.39810474653967
6458,188.50399999091314
6459,124.18729563021954
6460,225.16922723654716
6461,386.0275029217443
6462,188.59752849435162
6463,67.04730392902309
6464,225.0324223973745
6465,267.5460418261821
6466,113.01235771910594
6467,186.0271738193382
6468,112.839193656069
6469,68.44588935395288
6470,313.97624544312276
6471,291.54643452190163
6472,205.41115369289815
6473,126.69078950973892
6474,244.8142039489187
6475,308.7188447477605
6476,96.30195460401382
6477,422.34313259121825
6478,124.62587557137857
6479,229.59952791966398
6480,159.05355070951254
6481,73.17881106203555
6482,200.4427437551142
6483,168.035411359606
6484,82.75481788578873
6485,216.65966383469663
6486,122.64666212689266
6487,25.633906805094497
6488,319.7747247741346
6489,389.3504987825106
6490,185.40663587165466
6491,25.747857097284346
6492,147.93010867504802
6493,139.0265259936228
6494,312.6779049797871
6495,402.39000767287763
6496,341.50436342998677
6497,46.304138233749114
6498,167.7913985212036
6499,211.1502902727767
6500,499.53227813575484
6501,150.77956469848618
6502,160.68540572521533
6503,308.81084495894686
6504,326.06044680305024
6505,614.5924270473025
6506,54.85132349129272
6507,313.2779741128332
6508,196.13153487471928
6509,228.64562044939726
6510,52.553771683458116
6511,165.46397119049445
6512,219.3152537683648
6513,98.17412740912896
6514,142.68245830103254
6515,344.2235443995177
6516,137.73959088335425
6517,62.850921694554835
6518,123.51387120745645
6519,187.9384288027981
6520,116.59111976108814
6521,281.0513344835439
6522,217.841581754533
6523,104.3345454989423
6524,325.38869481420005
6525,162.56347994969383
6526,119.63996668154988
6527,109.12587927781279
6528,103.14327514723237
6529,160.81624556320372
6530,202.71971514637255
6531,310.3271224325274
6532,210.64508246897591
6533,69.81470010885101
6534,129.01931774999434
6535,186.9042251228177
6536,574.5887406220584
6537,348.56530525902804
6538,125.12508368043741
6539,238.3859650910977
6540,267.8485650610834
6541,184.32228501555102
6542,39.56401684566727
6543,249.53472449205145
6544,293.30360007736465
6545,659.7932585116567
6546,80.31843623985468
6547,409.465107190021
6548,158.22082564486863
6549,187.751741796427
6550,129.59536210535202
6551,79.70542606919145
6552,115.70296739683627
6553,368.0488789581385
6554,91.30359325006917
6555,141.4492629294932
6556,99.47359048209881
6557,105.09397851714021
6558,188.81901910158697
6559,207.32038861940325
6560,114.86737113846169
6561,154.81589232991809
6562,133.38191105030248
6563,145.1711111221111
6564,158.32771208975763
6565,115.67807263738867
6566,135.21535467752236
